revenue_record_id,transaction_id,booking_date,customer_id,product,booked_amount_usd,revenue_category,mismatch_type
REV000302,TX000308,2024-02-23,CUST0344,professional_services,1903.46,Services Revenue,matched
REV000303,TX000309,2024-02-23,CUST0328,subscription_monthly,120.79,Recurring Revenue,matched
REV000304,TX000310,2024-02-23,CUST0032,transaction_fee,12.76,Transaction Revenue,matched
REV000305,TX000311,2024-02-23,CUST0057,professional_services,2492.59,Services Revenue,matched
REV000306,TX000312,2024-02-23,CUST0166,subscription_monthly,99.48,Recurring Revenue,matched
REV000307,TX000313,2024-02-23,CUST0188,subscription_monthly,121.71,Recurring Revenue,matched
REV000308,TX000314,2024-02-23,CUST0342,subscription_monthly,254.33,Recurring Revenue,matched
REV000309,TX000315,2024-02-23,CUST0482,subscription_monthly,281.58,Recurring Revenue,matched
REV000310,TX000316,2024-02-24,CUST0019,subscription_monthly,79.15,Recurring Revenue,matched
REV000311,TX000317,2024-02-24,CUST0116,transaction_fee,56.5,Transaction Revenue,matched
REV000312,TX000318,2024-02-24,CUST0468,subscription_monthly,279.73,Recurring Revenue,matched
REV000313,TX000319,2024-02-24,CUST0184,subscription_annual,456.88,Recurring Revenue,matched
REV000314,TX000320,2024-02-24,CUST0270,professional_services,915.62,Services Revenue,matched
REV000315,TX000321,2024-02-24,CUST0033,transaction_fee,25.26,Transaction Revenue,matched
REV000316,TX000322,2024-02-25,CUST0010,transaction_fee,89.69,Transaction Revenue,matched
REV000317,TX000323,2024-02-25,CUST0080,subscription_monthly,69.63,Recurring Revenue,matched
REV000318,TX000324,2024-02-25,CUST0192,transaction_fee,145.24,Transaction Revenue,matched
REV000319,TX000325,2024-02-26,CUST0320,subscription_annual,1496.13,Recurring Revenue,matched
REV000320,TX000326,2024-02-26,CUST0190,subscription_annual,1644.1,Recurring Revenue,matched
REV000321,TX000327,2024-02-27,CUST0068,subscription_monthly,95.6,Recurring Revenue,matched
REV000322,TX000328,2024-02-27,CUST0475,api_usage,238.13,Usage Revenue,matched
REV000323,TX000329,2024-02-27,CUST0348,subscription_annual,2077.17,Recurring Revenue,matched
REV000324,TX000330,2024-02-27,CUST0125,subscription_monthly,231.82,Recurring Revenue,matched
REV000325,TX000331,2024-02-27,CUST0427,subscription_monthly,232.54,Recurring Revenue,matched
REV000326,TX000332,2024-02-27,CUST0336,subscription_annual,1850.31,Recurring Revenue,matched
REV000327,TX000333,2024-02-27,CUST0059,transaction_fee,135.75,Transaction Revenue,matched
REV000328,TX000334,2024-02-27,CUST0436,transaction_fee,122.79,Transaction Revenue,matched
REV000329,TX000335,2024-02-28,CUST0097,transaction_fee,112.59,Transaction Revenue,amount_mismatch
REV000330,TX000336,2024-02-28,CUST0496,subscription_monthly,44.01,Recurring Revenue,matched
REV000331,TX000337,2024-02-28,CUST0275,subscription_annual,308.57,Recurring Revenue,matched
REV000332,TX000338,2024-04-11,CUST0149,subscription_annual,863.61,Recurring Revenue,period_shift
REV000333,TX000339,2024-02-28,CUST0278,subscription_monthly,208.15,Recurring Revenue,matched
REV000334,TX000340,2024-02-28,CUST0265,subscription_monthly,140.02,Recurring Revenue,matched
REV000335,TX000341,2024-02-28,CUST0009,transaction_fee,61.4,Transaction Revenue,amount_mismatch
REV000336,TX000342,2024-02-29,CUST0457,subscription_monthly,267.84,Recurring Revenue,matched
REV000337,TX000343,2024-02-29,CUST0283,subscription_annual,2708.02,Recurring Revenue,matched
REV000338,TX000344,2024-02-29,CUST0273,subscription_monthly,274.48,Recurring Revenue,matched
REV000339,TX000345,2024-02-29,CUST0428,subscription_monthly,113.75,Recurring Revenue,matched
REV000340,TX000346,2024-02-29,CUST0301,subscription_monthly,215.59,Recurring Revenue,matched
REV000341,TX000348,2024-03-01,CUST0208,transaction_fee,29.4,Transaction Revenue,matched
REV000342,TX000349,2024-03-01,CUST0402,professional_services,1330.85,Services Revenue,matched
REV000343,TX000350,2024-03-01,CUST0125,subscription_annual,1213.69,Recurring Revenue,matched
REV000344,TX000351,2024-03-01,CUST0123,subscription_monthly,145.09,Recurring Revenue,matched
REV000345,TX000352,2024-03-02,CUST0033,subscription_annual,2533.56,Recurring Revenue,matched
REV000346,TX000353,2024-03-02,CUST0001,subscription_annual,613.71,Recurring Revenue,matched
REV000347,TX000354,2024-03-02,CUST0204,transaction_fee,110.5,Transaction Revenue,matched
REV000348,TX000355,2024-03-02,CUST0006,subscription_monthly,172.49,Recurring Revenue,matched
REV000349,TX000356,2024-03-02,CUST0297,subscription_annual,1067.45,Recurring Revenue,matched
REV000350,TX000357,2024-03-02,CUST0439,subscription_monthly,162.06,Recurring Revenue,matched
REV000351,TX000358,2024-03-02,CUST0005,subscription_monthly,109.98,Recurring Revenue,matched
REV000352,TX000359,2024-03-03,CUST0443,transaction_fee,89.82,Transaction Revenue,matched
REV000353,TX000360,2024-03-03,CUST0080,subscription_annual,1461.38,Recurring Revenue,matched
REV000354,TX000361,2024-03-03,CUST0274,subscription_monthly,73.39,Recurring Revenue,matched
REV000355,TX000362,2024-03-03,CUST0177,subscription_monthly,60.48,Recurring Revenue,matched
REV000356,TX000363,2024-03-03,CUST0338,subscription_annual,1766.08,Recurring Revenue,matched
REV000357,TX000365,2024-03-03,CUST0339,api_usage,175.26,Usage Revenue,matched
REV000358,TX000366,2024-03-03,CUST0438,professional_services,3798.5,Services Revenue,matched
REV000359,TX000367,2024-03-03,CUST0445,transaction_fee,99.14,Transaction Revenue,matched
REV000360,TX000368,2024-03-04,CUST0136,subscription_monthly,280.52,Recurring Revenue,matched
REV000361,TX000369,2024-03-04,CUST0387,transaction_fee,123.33,Transaction Revenue,matched
REV000362,TX000370,2024-03-04,CUST0025,subscription_annual,1819.83,Recurring Revenue,matched
REV000363,TX000371,2024-03-05,CUST0325,subscription_monthly,206.4,Recurring Revenue,matched
REV000364,TX000372,2024-03-05,CUST0183,transaction_fee,134.86,Transaction Revenue,matched
REV000365,TX000373,2024-03-05,CUST0168,subscription_monthly,136.87,Recurring Revenue,matched
REV000366,TX000374,2024-03-05,CUST0467,api_usage,166.76,Usage Revenue,matched
REV000367,TX000375,2024-03-06,CUST0338,subscription_annual,319.19,Recurring Revenue,matched
REV000368,TX000376,2024-03-06,CUST0178,transaction_fee,124.16,Transaction Revenue,matched
REV000369,TX000377,2024-03-06,CUST0373,transaction_fee,120.35,Transaction Revenue,matched
REV000370,TX000378,2024-03-06,CUST0095,api_usage,56.7,Usage Revenue,matched
REV000371,TX000379,2024-03-07,CUST0033,transaction_fee,86.95,Transaction Revenue,matched
REV000372,TX000380,2024-03-07,CUST0111,transaction_fee,70.13,Transaction Revenue,duplicate
REV000373,TX000380,2024-03-08,CUST0111,transaction_fee,70.13,Transaction Revenue,duplicate
REV000374,TX000381,2024-03-07,CUST0146,subscription_monthly,61.05,Recurring Revenue,matched
REV000375,TX000382,2024-03-08,CUST0381,subscription_annual,2937.53,Recurring Revenue,matched
REV000376,TX000383,2024-03-08,CUST0441,subscription_monthly,86.97,Recurring Revenue,matched
REV000377,TX000384,2024-03-08,CUST0231,transaction_fee,11.02,Transaction Revenue,matched
REV000378,TX000385,2024-03-09,CUST0272,subscription_annual,1896.09,Recurring Revenue,matched
REV000379,TX000386,2024-03-09,CUST0336,transaction_fee,111.09,Transaction Revenue,matched
REV000380,TX000387,2024-03-09,CUST0495,subscription_monthly,37.76,Recurring Revenue,matched
REV000381,TX000388,2024-03-09,CUST0038,subscription_monthly,206.85,Recurring Revenue,matched
REV000382,TX000389,2024-03-09,CUST0425,transaction_fee,80.31,Transaction Revenue,matched
REV000383,TX000390,2024-03-09,CUST0135,subscription_monthly,56.88,Recurring Revenue,matched
REV000384,TX000391,2024-03-09,CUST0334,subscription_monthly,75.58,Recurring Revenue,matched
REV000385,TX000392,2024-03-10,CUST0235,subscription_monthly,182.35,Recurring Revenue,matched
REV000386,TX000393,2024-03-10,CUST0437,professional_services,1833.61,Services Revenue,matched
REV000387,TX000395,2024-03-12,CUST0368,subscription_monthly,250.06,Recurring Revenue,matched
REV000388,TX000396,2024-03-12,CUST0345,subscription_monthly,294.56,Recurring Revenue,matched
REV000389,TX000397,2024-03-12,CUST0160,subscription_monthly,99.11,Recurring Revenue,matched
REV000390,TX000398,2024-03-12,CUST0038,transaction_fee,140.64,Transaction Revenue,amount_mismatch
REV000391,TX000399,2024-03-12,CUST0150,transaction_fee,65.25,Transaction Revenue,matched
REV000392,TX000400,2024-03-13,CUST0400,subscription_monthly,122.83,Recurring Revenue,matched
REV000393,TX000401,2024-03-13,CUST0308,subscription_monthly,42.59,Recurring Revenue,matched
REV000394,TX000402,2024-03-13,CUST0029,subscription_monthly,43.25,Recurring Revenue,matched
REV000395,TX000403,2024-03-13,CUST0144,transaction_fee,104.11,Transaction Revenue,matched
REV000396,TX000404,2024-03-14,CUST0076,transaction_fee,69.23,Transaction Revenue,matched
REV000397,TX000405,2024-03-14,CUST0145,subscription_monthly,90.16,Recurring Revenue,matched
REV000398,TX000406,2024-03-15,CUST0229,subscription_monthly,194.77,Recurring Revenue,matched
REV000399,TX000407,2024-03-15,CUST0064,subscription_monthly,97.27,Recurring Revenue,matched
REV000400,TX000408,2024-03-15,CUST0347,professional_services,3099.34,Services Revenue,matched
REV000401,TX000409,2024-03-15,CUST0345,subscription_monthly,125.99,Recurring Revenue,matched
REV000402,TX000410,2024-03-15,CUST0269,transaction_fee,123.71,Transaction Revenue,matched
REV000403,TX000411,2024-03-15,CUST0328,transaction_fee,123.28,Transaction Revenue,matched
REV000404,TX000412,2024-03-15,CUST0184,subscription_monthly,157.88,Recurring Revenue,matched
REV000405,TX000413,2024-03-16,CUST0261,subscription_monthly,123.72,Recurring Revenue,matched
REV000406,TX000414,2024-03-16,CUST0268,subscription_monthly,126.89,Recurring Revenue,matched
REV000407,TX000415,2024-03-16,CUST0169,transaction_fee,121.05,Transaction Revenue,matched
REV000408,TX000416,2024-03-16,CUST0259,transaction_fee,49.9,Transaction Revenue,matched
REV000409,TX000417,2024-03-16,CUST0227,transaction_fee,32.15,Transaction Revenue,matched
REV000410,TX000418,2024-03-16,CUST0033,subscription_annual,518.66,Recurring Revenue,matched
REV000411,TX000419,2024-03-17,CUST0377,subscription_monthly,155.01,Recurring Revenue,matched
REV000412,TX000420,2024-03-17,CUST0214,professional_services,2669.59,Services Revenue,matched
REV000413,TX000421,2024-03-18,CUST0050,transaction_fee,126.3,Transaction Revenue,matched
REV000414,TX000422,2024-03-18,CUST0440,subscription_monthly,88.73,Recurring Revenue,matched
REV000415,TX000423,2024-03-18,CUST0492,professional_services,2214.46,Services Revenue,matched
REV000416,TX000424,2024-03-18,CUST0393,transaction_fee,121.45,Transaction Revenue,matched
REV000417,TX000425,2024-03-18,CUST0489,subscription_annual,2513.78,Recurring Revenue,matched
REV000418,TX000426,2024-03-18,CUST0210,transaction_fee,58.31,Transaction Revenue,matched
REV000419,TX000427,2024-03-19,CUST0434,transaction_fee,69.41,Transaction Revenue,matched
REV000420,TX000428,2024-04-24,CUST0029,transaction_fee,46.19,Transaction Revenue,period_shift
REV000421,TX000429,2024-03-20,CUST0039,subscription_monthly,280.79,Recurring Revenue,matched
REV000422,TX000430,2024-03-20,CUST0347,subscription_monthly,61.03,Recurring Revenue,matched
REV000423,TX000431,2024-03-20,CUST0100,api_usage,467.21,Usage Revenue,matched
REV000424,TX000432,2024-03-20,CUST0173,subscription_monthly,213.64,Recurring Revenue,matched
REV000425,TX000433,2024-03-21,CUST0017,subscription_monthly,172.52,Recurring Revenue,matched
REV000426,TX000434,2024-03-21,CUST0056,subscription_annual,378.18,Recurring Revenue,matched
REV000427,TX000435,2024-03-21,CUST0226,subscription_annual,1574.11,Recurring Revenue,matched
REV000428,TX000436,2024-03-21,CUST0046,transaction_fee,61.75,Transaction Revenue,matched
REV000429,TX000437,2024-03-21,CUST0067,api_usage,84.8,Usage Revenue,matched
REV000430,TX000438,2024-03-21,CUST0197,subscription_monthly,206.23,Recurring Revenue,matched
REV000431,TX000439,2024-03-21,CUST0142,subscription_monthly,291.21,Recurring Revenue,matched
REV000432,TX000440,2024-03-22,CUST0323,subscription_monthly,180.79,Recurring Revenue,matched
REV000433,TX000441,2024-03-22,CUST0023,api_usage,358.8,Usage Revenue,matched
REV000434,TX000442,2024-03-22,CUST0487,transaction_fee,11.2,Transaction Revenue,matched
REV000435,TX000443,2024-03-25,CUST0094,subscription_monthly,141.77,Recurring Revenue,period_shift
REV000436,TX000444,2024-03-22,CUST0242,transaction_fee,18.34,Transaction Revenue,matched
REV000437,TX000445,2024-03-23,CUST0237,api_usage,308.33,Usage Revenue,matched
REV000438,TX000446,2024-03-23,CUST0445,transaction_fee,140.83,Transaction Revenue,matched
REV000439,TX000447,2024-03-24,CUST0407,api_usage,332.58,Usage Revenue,matched
REV000440,TX000448,2024-03-24,CUST0411,subscription_monthly,49.74,Recurring Revenue,matched
REV000441,TX000449,2024-03-24,CUST0054,transaction_fee,53.85,Transaction Revenue,matched
REV000442,TX000450,2024-03-24,CUST0138,subscription_annual,1776.79,Recurring Revenue,matched
REV000443,TX000451,2024-03-24,CUST0473,transaction_fee,61.08,Transaction Revenue,matched
REV000444,TX000452,2024-03-24,CUST0333,transaction_fee,123.81,Transaction Revenue,amount_mismatch
REV000445,TX000453,2024-03-28,CUST0272,transaction_fee,122.39,Transaction Revenue,period_shift
REV000446,TX000454,2024-03-24,CUST0041,transaction_fee,92.16,Transaction Revenue,matched
REV000447,TX000455,2024-03-25,CUST0098,subscription_monthly,129.83,Recurring Revenue,matched
REV000448,TX000456,2024-03-25,CUST0183,subscription_annual,979.41,Recurring Revenue,matched
REV000449,TX000457,2024-03-26,CUST0128,professional_services,976.43,Services Revenue,matched
REV000450,TX000458,2024-03-26,CUST0229,api_usage,180.67,Usage Revenue,matched
REV000451,TX000459,2024-03-26,CUST0317,subscription_monthly,140.56,Recurring Revenue,matched
REV000452,TX000460,2024-03-26,CUST0086,subscription_monthly,211.47,Recurring Revenue,matched
REV000453,TX000461,2024-03-26,CUST0256,subscription_monthly,206.7,Recurring Revenue,matched
REV000454,TX000462,2024-03-26,CUST0209,transaction_fee,11.45,Transaction Revenue,matched
REV000455,TX000463,2024-03-27,CUST0215,transaction_fee,59.89,Transaction Revenue,matched
REV000456,TX000464,2024-03-27,CUST0374,subscription_monthly,78.08,Recurring Revenue,matched
REV000457,TX000465,2024-03-27,CUST0100,subscription_annual,713.39,Recurring Revenue,matched
REV000458,TX000466,2024-03-27,CUST0049,transaction_fee,124.27,Transaction Revenue,matched
REV000459,TX000467,2024-03-28,CUST0201,transaction_fee,7.25,Transaction Revenue,matched
REV000460,TX000468,2024-03-28,CUST0436,subscription_annual,1421.79,Recurring Revenue,matched
REV000461,TX000469,2024-03-28,CUST0258,subscription_annual,744.15,Recurring Revenue,matched
REV000462,TX000470,2024-03-29,CUST0480,subscription_annual,2664.19,Recurring Revenue,matched
REV000463,TX000471,2024-03-29,CUST0376,subscription_monthly,179.4,Recurring Revenue,matched
REV000464,TX000472,2024-03-29,CUST0178,subscription_annual,914.73,Recurring Revenue,matched
REV000465,TX000473,2024-03-29,CUST0245,transaction_fee,75.86,Transaction Revenue,matched
REV000466,TX000474,2024-03-29,CUST0123,api_usage,367.09,Usage Revenue,matched
REV000467,TX000475,2024-03-29,CUST0342,transaction_fee,143.76,Transaction Revenue,matched
REV000468,TX000476,2024-03-30,CUST0171,transaction_fee,33.85,Transaction Revenue,matched
REV000469,TX000477,2024-04-15,CUST0333,subscription_monthly,268.27,Recurring Revenue,period_shift
REV000470,TX000478,2024-03-30,CUST0136,subscription_annual,2812.62,Recurring Revenue,matched
REV000471,TX000479,2024-03-30,CUST0059,subscription_monthly,276.43,Recurring Revenue,matched
REV000472,TX000480,2024-03-30,CUST0193,subscription_monthly,200.56,Recurring Revenue,matched
REV000473,TX000481,2024-03-30,CUST0465,transaction_fee,94.84,Transaction Revenue,matched
REV000474,TX000482,2024-03-30,CUST0268,professional_services,2314.45,Services Revenue,matched
REV000475,TX000483,2024-03-31,CUST0260,subscription_monthly,232.15,Recurring Revenue,matched
REV000476,TX000484,2024-04-01,CUST0373,subscription_annual,1724.49,Recurring Revenue,matched
REV000477,TX000485,2024-04-01,CUST0461,transaction_fee,101.94,Transaction Revenue,matched
REV000478,TX000486,2024-04-01,CUST0095,subscription_monthly,144.68,Recurring Revenue,matched
REV000479,TX000487,2024-04-01,CUST0125,subscription_annual,2265.04,Recurring Revenue,matched
REV000480,TX000488,2024-04-01,CUST0041,transaction_fee,123.85,Transaction Revenue,matched
REV000481,TX000489,2024-04-01,CUST0379,transaction_fee,22.82,Transaction Revenue,matched
REV000482,TX000490,2024-04-01,CUST0254,subscription_monthly,253.89,Recurring Revenue,matched
REV000483,TX000491,2024-04-01,CUST0007,subscription_monthly,174.88,Recurring Revenue,matched
REV000484,TX000492,2024-04-01,CUST0471,transaction_fee,126.86,Transaction Revenue,matched
REV000485,TX000493,2024-04-02,CUST0216,subscription_annual,1454.51,Recurring Revenue,matched
REV000486,TX000495,2024-04-02,CUST0069,transaction_fee,137.34,Transaction Revenue,matched
REV000487,TX000496,2024-04-02,CUST0081,subscription_monthly,96.82,Recurring Revenue,matched
REV000488,TX000497,2024-04-02,CUST0030,transaction_fee,126.79,Transaction Revenue,matched
REV000489,TX000498,2024-04-03,CUST0073,subscription_monthly,159.69,Recurring Revenue,matched
REV000490,TX000499,2024-04-03,CUST0262,professional_services,2813.43,Services Revenue,matched
REV000491,TX000500,2024-04-03,CUST0089,subscription_monthly,112.29,Recurring Revenue,matched
REV000492,TX000501,2024-04-04,CUST0403,subscription_monthly,183.72,Recurring Revenue,matched
REV000493,TX000502,2024-04-04,CUST0208,subscription_monthly,116.81,Recurring Revenue,matched
REV000494,TX000503,2024-04-04,CUST0213,subscription_monthly,39.6,Recurring Revenue,matched
REV000495,TX000504,2024-04-04,CUST0322,api_usage,139.64,Usage Revenue,matched
REV000496,TX000505,2024-04-04,CUST0266,professional_services,528.71,Services Revenue,matched
REV000497,TX000506,2024-04-04,CUST0400,subscription_monthly,293.16,Recurring Revenue,matched
REV000498,TX000507,2024-04-04,CUST0293,subscription_annual,2897.52,Recurring Revenue,matched
REV000499,TX000508,2024-04-04,CUST0207,transaction_fee,59.88,Transaction Revenue,matched
REV000500,TX000509,2024-04-05,CUST0333,api_usage,365.54,Usage Revenue,matched
REV000501,TX000510,2024-04-05,CUST0077,subscription_annual,1223.68,Recurring Revenue,matched
REV000502,TX000511,2024-04-05,CUST0288,subscription_monthly,210.2,Recurring Revenue,matched
REV000503,TX000512,2024-04-05,CUST0493,subscription_annual,2464.66,Recurring Revenue,matched
REV000504,TX000513,2024-04-05,CUST0047,transaction_fee,142.07,Transaction Revenue,matched
REV000505,TX000514,2024-04-05,CUST0110,subscription_monthly,137.06,Recurring Revenue,matched
REV000506,TX000515,2024-04-05,CUST0200,transaction_fee,117.71,Transaction Revenue,matched
REV000507,TX000516,2024-04-05,CUST0427,subscription_monthly,100.8,Recurring Revenue,matched
REV000508,TX000517,2024-04-06,CUST0210,transaction_fee,148.56,Transaction Revenue,matched
REV000509,TX000518,2024-04-06,CUST0376,subscription_monthly,35.96,Recurring Revenue,matched
REV000510,TX000519,2024-04-06,CUST0420,subscription_annual,1919.53,Recurring Revenue,matched
REV000511,TX000521,2024-04-07,CUST0010,transaction_fee,103.52,Transaction Revenue,matched
REV000512,TX000522,2024-04-07,CUST0415,subscription_monthly,61.5,Recurring Revenue,matched
REV000513,TX000523,2024-04-07,CUST0353,subscription_annual,2824.03,Recurring Revenue,duplicate
REV000514,TX000523,2024-04-07,CUST0353,subscription_annual,2824.03,Recurring Revenue,duplicate
REV000515,TX000524,2024-04-07,CUST0157,subscription_annual,779.19,Recurring Revenue,matched
REV000516,TX000525,2024-04-07,CUST0261,subscription_annual,1971.43,Recurring Revenue,matched
REV000517,TX000526,2024-04-07,CUST0077,transaction_fee,34.18,Transaction Revenue,matched
REV000518,TX000527,2024-04-07,CUST0257,transaction_fee,46.78,Transaction Revenue,matched
REV000519,TX000529,2024-04-08,CUST0488,subscription_monthly,141.64,Recurring Revenue,matched
REV000520,TX000530,2024-04-08,CUST0131,transaction_fee,24.87,Transaction Revenue,matched
REV000521,TX000531,2024-04-08,CUST0067,subscription_annual,751.53,Recurring Revenue,matched
REV000522,TX000532,2024-04-08,CUST0455,subscription_monthly,141.9,Recurring Revenue,matched
REV000523,TX000533,2024-04-08,CUST0228,subscription_monthly,233.47,Recurring Revenue,matched
REV000524,TX000534,2024-04-08,CUST0163,subscription_monthly,271.45,Recurring Revenue,matched
REV000525,TX000535,2024-04-08,CUST0015,transaction_fee,13.54,Transaction Revenue,matched
REV000526,TX000536,2024-04-08,CUST0232,transaction_fee,59.57,Transaction Revenue,matched
REV000527,TX000537,2024-04-08,CUST0195,transaction_fee,15.94,Transaction Revenue,matched
REV000528,TX000538,2024-04-08,CUST0349,subscription_annual,334.8,Recurring Revenue,matched
REV000529,TX000539,2024-04-08,CUST0030,subscription_annual,2076.64,Recurring Revenue,matched
REV000530,TX000540,2024-04-09,CUST0359,subscription_monthly,191.66,Recurring Revenue,matched
REV000531,TX000541,2024-04-09,CUST0338,subscription_monthly,73.02,Recurring Revenue,matched
REV000532,TX000542,2024-04-09,CUST0331,subscription_annual,921.29,Recurring Revenue,matched
REV000533,TX000543,2024-04-09,CUST0427,subscription_monthly,35.4,Recurring Revenue,matched
REV000534,TX000544,2024-04-09,CUST0497,subscription_monthly,254.44,Recurring Revenue,matched
REV000535,TX000545,2024-04-10,CUST0316,subscription_annual,2921.66,Recurring Revenue,matched
REV000536,TX000546,2024-04-10,CUST0486,transaction_fee,21.48,Transaction Revenue,amount_mismatch
REV000537,TX000547,2024-04-10,CUST0296,professional_services,1541.64,Services Revenue,matched
REV000538,TX000548,2024-04-10,CUST0449,api_usage,434.86,Usage Revenue,matched
REV000539,TX000549,2024-04-10,CUST0413,transaction_fee,139.04,Transaction Revenue,matched
REV000540,TX000550,2024-04-10,CUST0330,subscription_annual,1422.99,Recurring Revenue,matched
REV000541,TX000551,2024-04-10,CUST0220,transaction_fee,8.54,Transaction Revenue,matched
REV000542,TX000552,2024-04-10,CUST0377,transaction_fee,6.87,Transaction Revenue,matched
REV000543,TX000553,2024-04-11,CUST0479,subscription_monthly,183.97,Recurring Revenue,matched
REV000544,TX000554,2024-04-11,CUST0147,subscription_annual,1350.82,Recurring Revenue,matched
REV000545,TX000555,2024-04-12,CUST0259,transaction_fee,5.27,Transaction Revenue,matched
REV000546,TX000556,2024-04-12,CUST0292,subscription_monthly,186.48,Recurring Revenue,matched
REV000547,TX000557,2024-04-12,CUST0299,subscription_annual,320.52,Recurring Revenue,matched
REV000548,TX000558,2024-04-12,CUST0143,subscription_annual,2415.9,Recurring Revenue,matched
REV000549,TX000559,2024-04-12,CUST0481,subscription_monthly,111.74,Recurring Revenue,matched
REV000550,TX000560,2024-04-12,CUST0425,subscription_monthly,39.87,Recurring Revenue,matched
REV000551,TX000561,2024-04-29,CUST0235,subscription_monthly,187.86,Recurring Revenue,period_shift
REV000552,TX000562,2024-04-13,CUST0115,subscription_monthly,136.37,Recurring Revenue,matched
REV000553,TX000563,2024-04-13,CUST0365,subscription_monthly,291.93,Recurring Revenue,matched
REV000554,TX000564,2024-04-13,CUST0090,transaction_fee,82.09,Transaction Revenue,matched
REV000555,TX000565,2024-04-13,CUST0208,subscription_monthly,103.31,Recurring Revenue,matched
REV000556,TX000566,2024-04-13,CUST0164,subscription_annual,2205.48,Recurring Revenue,matched
REV000557,TX000567,2024-04-13,CUST0481,subscription_monthly,102.3,Recurring Revenue,matched
REV000558,TX000569,2024-04-14,CUST0077,subscription_monthly,130.17,Recurring Revenue,matched
REV000559,TX000570,2024-05-08,CUST0161,subscription_annual,1774.65,Recurring Revenue,period_shift
REV000560,TX000571,2024-04-14,CUST0005,api_usage,30.03,Usage Revenue,matched
REV000561,TX000572,2024-04-14,CUST0485,transaction_fee,64.49,Transaction Revenue,matched
REV000562,TX000573,2024-04-15,CUST0078,subscription_monthly,253.74,Recurring Revenue,matched
REV000563,TX000574,2024-04-15,CUST0091,transaction_fee,121.04,Transaction Revenue,matched
REV000564,TX000575,2024-04-15,CUST0087,subscription_annual,895.66,Recurring Revenue,matched
REV000565,TX000576,2024-04-15,CUST0270,subscription_annual,900.41,Recurring Revenue,matched
REV000566,TX000577,2024-04-15,CUST0104,subscription_monthly,249.67,Recurring Revenue,matched
REV000567,TX000578,2024-04-16,CUST0452,subscription_monthly,280.21,Recurring Revenue,matched
REV000568,TX000579,2024-04-16,CUST0487,transaction_fee,15.21,Transaction Revenue,matched
REV000569,TX000580,2024-04-16,CUST0339,subscription_annual,1505.16,Recurring Revenue,matched
REV000570,TX000581,2024-04-16,CUST0175,subscription_annual,1201.13,Recurring Revenue,matched
REV000571,TX000582,2024-04-17,CUST0054,transaction_fee,130.73,Transaction Revenue,matched
REV000572,TX000584,2024-04-17,CUST0478,subscription_monthly,86.0,Recurring Revenue,matched
REV000573,TX000585,2024-04-17,CUST0211,transaction_fee,113.12,Transaction Revenue,matched
REV000574,TX000586,2024-04-17,CUST0095,subscription_monthly,42.85,Recurring Revenue,matched
REV000575,TX000587,2024-04-18,CUST0223,transaction_fee,74.39,Transaction Revenue,matched
REV000576,TX000589,2024-04-18,CUST0053,professional_services,2004.81,Services Revenue,matched
REV000577,TX000590,2024-04-19,CUST0077,subscription_monthly,135.53,Recurring Revenue,matched
REV000578,TX000591,2024-04-20,CUST0206,subscription_monthly,172.08,Recurring Revenue,matched
REV000579,TX000592,2024-04-20,CUST0316,subscription_monthly,72.57,Recurring Revenue,matched
REV000580,TX000593,2024-04-20,CUST0302,subscription_monthly,183.44,Recurring Revenue,matched
REV000581,TX000594,2024-04-20,CUST0310,subscription_monthly,246.47,Recurring Revenue,matched
REV000582,TX000595,2024-04-20,CUST0330,api_usage,381.28,Usage Revenue,matched
REV000583,TX000596,2024-04-20,CUST0112,subscription_monthly,70.55,Recurring Revenue,matched
REV000584,TX000597,2024-04-20,CUST0351,subscription_monthly,69.3,Recurring Revenue,matched
REV000585,TX000598,2024-04-20,CUST0165,transaction_fee,40.96,Transaction Revenue,matched
REV000586,TX000599,2024-04-20,CUST0279,subscription_annual,1264.9,Recurring Revenue,matched
REV000587,TX000600,2024-04-20,CUST0027,transaction_fee,61.86,Transaction Revenue,matched
REV000588,TX000601,2024-04-21,CUST0070,subscription_monthly,212.52,Recurring Revenue,matched
REV000589,TX000602,2024-04-21,CUST0218,subscription_annual,443.04,Recurring Revenue,matched
REV000590,TX000603,2024-04-21,CUST0450,subscription_monthly,38.36,Recurring Revenue,matched
REV000591,TX000604,2024-04-21,CUST0365,subscription_monthly,134.82,Recurring Revenue,matched
REV000592,TX000605,2024-04-21,CUST0189,api_usage,350.1,Usage Revenue,matched
REV000593,TX000606,2024-04-22,CUST0333,subscription_monthly,81.23,Recurring Revenue,matched
REV000594,TX000607,2024-04-22,CUST0435,subscription_annual,2022.06,Recurring Revenue,matched
REV000595,TX000608,2024-04-22,CUST0306,subscription_annual,991.54,Recurring Revenue,matched
REV000596,TX000609,2024-04-22,CUST0124,subscription_monthly,268.24,Recurring Revenue,matched
REV000597,TX000610,2024-04-22,CUST0019,api_usage,448.37,Usage Revenue,matched
REV000598,TX000611,2024-04-22,CUST0257,subscription_monthly,109.27,Recurring Revenue,matched
REV000599,TX000612,2024-04-22,CUST0296,transaction_fee,35.27,Transaction Revenue,matched
REV000600,TX000614,2024-04-22,CUST0022,subscription_annual,939.44,Recurring Revenue,matched
REV000601,TX000615,2024-04-22,CUST0368,api_usage,337.83,Usage Revenue,matched
