transaction_id,transaction_date,customer_id,product,amount_usd,currency,processor,segment,status,processor_ref
TX000509,2024-04-05,CUST0333,api_usage,365.54,USD,Flutterwave,SMB,succeeded,A084F847-710
TX000510,2024-04-05,CUST0077,subscription_annual,1223.68,USD,Adyen,Mid-Market,succeeded,58479FF7-615
TX000511,2024-04-05,CUST0288,subscription_monthly,210.2,USD,Stripe,SMB,succeeded,B79B4888-9A8
TX000512,2024-04-05,CUST0493,subscription_annual,2464.66,USD,Adyen,SMB,succeeded,E0CCBE4A-703
TX000513,2024-04-05,CUST0047,transaction_fee,142.07,USD,Stripe,Mid-Market,succeeded,C8222B1D-079
TX000514,2024-04-05,CUST0110,subscription_monthly,137.06,USD,Flutterwave,Enterprise,succeeded,8DD8F117-AC9
TX000515,2024-04-05,CUST0200,transaction_fee,117.71,USD,Stripe,SMB,succeeded,61B61F9E-092
TX000516,2024-04-05,CUST0427,subscription_monthly,100.8,USD,Adyen,SMB,succeeded,1017F3A1-C49
TX000517,2024-04-06,CUST0210,transaction_fee,148.56,USD,Stripe,SMB,succeeded,44848838-DFA
TX000518,2024-04-06,CUST0376,subscription_monthly,35.96,USD,PayPal,SMB,succeeded,2FB9BA20-89D
TX000519,2024-04-06,CUST0420,subscription_annual,1919.53,USD,PayPal,Mid-Market,succeeded,45730105-C15
TX000520,2024-04-06,CUST0154,subscription_annual,2070.67,USD,Adyen,Mid-Market,succeeded,496C5312-FBD
TX000521,2024-04-07,CUST0010,transaction_fee,103.52,USD,Adyen,Mid-Market,succeeded,C7DF8CC8-810
TX000522,2024-04-07,CUST0415,subscription_monthly,61.5,USD,Square,SMB,succeeded,94728A0C-BAD
TX000523,2024-04-07,CUST0353,subscription_annual,2824.03,USD,Stripe,SMB,succeeded,7A124FF7-91F
TX000524,2024-04-07,CUST0157,subscription_annual,779.19,USD,Stripe,SMB,succeeded,08357C54-12C
TX000525,2024-04-07,CUST0261,subscription_annual,1971.43,USD,Stripe,SMB,succeeded,DC263CB3-76D
TX000526,2024-04-07,CUST0077,transaction_fee,34.18,USD,Flutterwave,Mid-Market,succeeded,CB650B56-C85
TX000527,2024-04-07,CUST0257,transaction_fee,46.78,USD,Stripe,SMB,succeeded,A9673B00-058
TX000528,2024-04-07,CUST0471,transaction_fee,82.42,USD,PayPal,Mid-Market,succeeded,B1F45749-E4B
TX000529,2024-04-08,CUST0488,subscription_monthly,141.64,USD,Adyen,Mid-Market,succeeded,64CF13EC-DB8
TX000530,2024-04-08,CUST0131,transaction_fee,24.87,USD,Stripe,Enterprise,succeeded,1742FDF0-7C1
TX000531,2024-04-08,CUST0067,subscription_annual,751.53,USD,Stripe,Mid-Market,succeeded,A7E11139-4B4
TX000532,2024-04-08,CUST0455,subscription_monthly,141.9,USD,Stripe,Mid-Market,succeeded,A7F7C4B8-96D
TX000533,2024-04-08,CUST0228,subscription_monthly,233.47,USD,Stripe,SMB,succeeded,B5CB7DE4-42C
TX000534,2024-04-08,CUST0163,subscription_monthly,271.45,USD,Stripe,SMB,succeeded,CBF0D47E-4A1
TX000535,2024-04-08,CUST0015,transaction_fee,13.54,USD,Stripe,SMB,succeeded,D2CEAE5F-E53
TX000536,2024-04-08,CUST0232,transaction_fee,59.57,USD,Square,SMB,succeeded,8AF554A6-E43
TX000537,2024-04-08,CUST0195,transaction_fee,15.94,USD,Flutterwave,Mid-Market,succeeded,26CF8460-C0D
TX000538,2024-04-08,CUST0349,subscription_annual,334.8,USD,Stripe,Mid-Market,succeeded,765F63D1-894
TX000539,2024-04-08,CUST0030,subscription_annual,2076.64,USD,Stripe,SMB,succeeded,E115D9BC-455
TX000540,2024-04-09,CUST0359,subscription_monthly,191.66,USD,Stripe,SMB,succeeded,F1489DC6-FBE
TX000541,2024-04-09,CUST0338,subscription_monthly,73.02,USD,Adyen,SMB,succeeded,5BB83270-F89
TX000542,2024-04-09,CUST0331,subscription_annual,921.29,USD,PayPal,Mid-Market,succeeded,7B091B29-D73
TX000543,2024-04-09,CUST0427,subscription_monthly,35.4,USD,Stripe,Mid-Market,succeeded,FE5B5083-F01
TX000544,2024-04-09,CUST0497,subscription_monthly,254.44,USD,Stripe,Mid-Market,succeeded,1D03DB99-B8A
TX000545,2024-04-10,CUST0316,subscription_annual,2921.66,USD,PayPal,SMB,succeeded,9BC54924-598
TX000546,2024-04-10,CUST0486,transaction_fee,21.18,USD,Adyen,SMB,succeeded,365EB572-C9E
TX000547,2024-04-10,CUST0296,professional_services,1541.64,USD,Stripe,Mid-Market,succeeded,22BDEBB8-1AF
TX000548,2024-04-10,CUST0449,api_usage,434.86,USD,Adyen,Mid-Market,succeeded,74692433-18D
TX000549,2024-04-10,CUST0413,transaction_fee,139.04,USD,Stripe,SMB,succeeded,57DF9414-46D
TX000550,2024-04-10,CUST0330,subscription_annual,1422.99,USD,Stripe,Mid-Market,succeeded,EDF79707-639
TX000551,2024-04-10,CUST0220,transaction_fee,8.54,USD,PayPal,SMB,succeeded,B8DF66FA-5D5
TX000552,2024-04-10,CUST0377,transaction_fee,6.87,USD,PayPal,Mid-Market,succeeded,EF0E631C-890
TX000553,2024-04-11,CUST0479,subscription_monthly,183.97,USD,Stripe,Mid-Market,succeeded,DA96B836-C00
TX000554,2024-04-11,CUST0147,subscription_annual,1350.82,USD,Square,Mid-Market,succeeded,87F20ECF-C93
TX000555,2024-04-12,CUST0259,transaction_fee,5.27,USD,Stripe,SMB,succeeded,B9719F5E-21D
TX000556,2024-04-12,CUST0292,subscription_monthly,186.48,USD,PayPal,SMB,succeeded,5A19128A-2FC
TX000557,2024-04-12,CUST0299,subscription_annual,320.52,USD,Adyen,Mid-Market,succeeded,A78C5E69-920
TX000558,2024-04-12,CUST0143,subscription_annual,2415.9,USD,Square,Mid-Market,succeeded,5E60F15E-C41
TX000559,2024-04-12,CUST0481,subscription_monthly,111.74,USD,Square,SMB,succeeded,DDF20D2F-79C
TX000560,2024-04-12,CUST0425,subscription_monthly,39.87,USD,Stripe,Mid-Market,succeeded,43D90DBF-18F
TX000561,2024-04-13,CUST0235,subscription_monthly,187.86,USD,Square,SMB,succeeded,F5EB70DE-460
TX000562,2024-04-13,CUST0115,subscription_monthly,136.37,USD,PayPal,Enterprise,succeeded,68B86A01-FB1
TX000563,2024-04-13,CUST0365,subscription_monthly,291.93,USD,PayPal,Mid-Market,succeeded,ED7EBA55-260
TX000564,2024-04-13,CUST0090,transaction_fee,82.09,USD,Stripe,SMB,succeeded,B9215D62-C0C
TX000565,2024-04-13,CUST0208,subscription_monthly,103.31,USD,PayPal,SMB,succeeded,05540481-1B3
TX000566,2024-04-13,CUST0164,subscription_annual,2205.48,USD,Square,SMB,succeeded,52DE885C-82F
TX000567,2024-04-13,CUST0481,subscription_monthly,102.3,USD,Stripe,SMB,succeeded,A1282739-55E
TX000568,2024-04-13,CUST0084,api_usage,452.6,USD,Flutterwave,SMB,succeeded,C7A76A4A-D4A
TX000569,2024-04-14,CUST0077,subscription_monthly,130.17,USD,Stripe,Mid-Market,succeeded,1D29C099-947
TX000570,2024-04-14,CUST0161,subscription_annual,1774.65,USD,Stripe,Mid-Market,succeeded,7B87DA06-71D
TX000571,2024-04-14,CUST0005,api_usage,30.03,USD,Adyen,SMB,succeeded,9F4BEE04-348
TX000572,2024-04-14,CUST0485,transaction_fee,64.49,USD,Adyen,SMB,succeeded,1290221B-A92
TX000573,2024-04-15,CUST0078,subscription_monthly,253.74,USD,Adyen,SMB,succeeded,AB8FBEED-BD8
TX000574,2024-04-15,CUST0091,transaction_fee,121.04,USD,Stripe,SMB,succeeded,D2C32F3F-DCD
TX000575,2024-04-15,CUST0087,subscription_annual,895.66,USD,Flutterwave,SMB,succeeded,95B86A8F-FF5
TX000576,2024-04-15,CUST0270,subscription_annual,900.41,USD,Stripe,Mid-Market,succeeded,A55AAD81-EF8
TX000577,2024-04-15,CUST0104,subscription_monthly,249.67,USD,Stripe,Enterprise,succeeded,71A25E0A-21E
TX000578,2024-04-16,CUST0452,subscription_monthly,280.21,USD,Stripe,SMB,succeeded,2FC46B7E-4AA
TX000579,2024-04-16,CUST0487,transaction_fee,15.21,USD,Adyen,Mid-Market,succeeded,6BC278D6-A09
TX000580,2024-04-16,CUST0339,subscription_annual,1505.16,USD,Square,Enterprise,succeeded,9B71506C-C17
TX000581,2024-04-16,CUST0175,subscription_annual,1201.13,USD,Adyen,SMB,succeeded,6977030E-DFD
TX000582,2024-04-17,CUST0054,transaction_fee,130.73,USD,PayPal,Mid-Market,succeeded,D8DE9798-6E5
TX000583,2024-04-17,CUST0388,transaction_fee,13.45,USD,Stripe,Mid-Market,succeeded,00D77295-88F
TX000584,2024-04-17,CUST0478,subscription_monthly,86.0,USD,Adyen,SMB,succeeded,5E59749E-431
TX000585,2024-04-17,CUST0211,transaction_fee,113.12,USD,Adyen,SMB,succeeded,B13132FE-967
TX000586,2024-04-17,CUST0095,subscription_monthly,42.85,USD,Adyen,Mid-Market,succeeded,AB0EAD2A-3F7
TX000587,2024-04-18,CUST0223,transaction_fee,74.39,USD,Stripe,Mid-Market,succeeded,0A262AB1-16C
TX000588,2024-04-18,CUST0009,transaction_fee,66.87,USD,Adyen,SMB,succeeded,C53234B9-265
TX000589,2024-04-18,CUST0053,professional_services,2004.81,USD,Adyen,SMB,succeeded,ECEBC765-A0F
TX000590,2024-04-19,CUST0077,subscription_monthly,135.53,USD,PayPal,SMB,succeeded,F7CCFC31-2F1
TX000591,2024-04-20,CUST0206,subscription_monthly,172.08,USD,Adyen,Mid-Market,succeeded,6A55A3C6-0CA
TX000592,2024-04-20,CUST0316,subscription_monthly,72.57,USD,Stripe,SMB,succeeded,B8D737AF-816
TX000593,2024-04-20,CUST0302,subscription_monthly,183.44,USD,Adyen,Mid-Market,succeeded,BA7D0479-16A
TX000594,2024-04-20,CUST0310,subscription_monthly,246.47,USD,Stripe,SMB,succeeded,266272A4-ECF
TX000595,2024-04-20,CUST0330,api_usage,381.28,USD,Square,SMB,succeeded,5234D04C-F0E
TX000596,2024-04-20,CUST0112,subscription_monthly,70.55,USD,Adyen,SMB,succeeded,343E177C-B18
TX000597,2024-04-20,CUST0351,subscription_monthly,69.3,USD,Stripe,SMB,succeeded,68DF16FB-A77
TX000598,2024-04-20,CUST0165,transaction_fee,40.96,USD,Flutterwave,SMB,succeeded,032E899C-EBD
TX000599,2024-04-20,CUST0279,subscription_annual,1264.9,USD,Adyen,SMB,succeeded,6259E952-E09
TX000600,2024-04-20,CUST0027,transaction_fee,61.86,USD,Stripe,SMB,succeeded,AFA19EDD-244
TX000601,2024-04-21,CUST0070,subscription_monthly,212.52,USD,Adyen,SMB,succeeded,E7CCAA86-669
TX000602,2024-04-21,CUST0218,subscription_annual,443.04,USD,Stripe,SMB,succeeded,D5B3FA5C-AD9
TX000603,2024-04-21,CUST0450,subscription_monthly,38.36,USD,PayPal,SMB,succeeded,3F73281C-E8F
TX000604,2024-04-21,CUST0365,subscription_monthly,134.82,USD,PayPal,Mid-Market,succeeded,35144E2C-ECC
TX000605,2024-04-21,CUST0189,api_usage,350.1,USD,Flutterwave,Mid-Market,succeeded,EA50EA6F-E07
TX000606,2024-04-22,CUST0333,subscription_monthly,81.23,USD,Adyen,Enterprise,succeeded,4C8A5EFD-A2F
TX000607,2024-04-22,CUST0435,subscription_annual,2022.06,USD,Adyen,SMB,succeeded,0E6778D9-9E9
TX000608,2024-04-22,CUST0306,subscription_annual,991.54,USD,PayPal,SMB,succeeded,00548AE9-061
TX000609,2024-04-22,CUST0124,subscription_monthly,268.24,USD,Stripe,SMB,succeeded,515B253D-8C7
TX000610,2024-04-22,CUST0019,api_usage,448.37,USD,Adyen,SMB,succeeded,E5A38F1B-A30
TX000611,2024-04-22,CUST0257,subscription_monthly,109.27,USD,Adyen,Mid-Market,succeeded,A8439983-DE3
TX000612,2024-04-22,CUST0296,transaction_fee,35.27,USD,Stripe,SMB,succeeded,28EE3A45-E88
TX000613,2024-04-22,CUST0416,professional_services,2350.87,USD,Stripe,SMB,succeeded,BD867701-23B
TX000614,2024-04-22,CUST0022,subscription_annual,939.44,USD,Square,SMB,succeeded,0DD42A80-A78
TX000615,2024-04-22,CUST0368,api_usage,337.83,USD,Square,Enterprise,succeeded,DF14D934-C0A
TX000616,2024-04-23,CUST0477,subscription_monthly,252.04,USD,Stripe,Enterprise,succeeded,E5D7E401-65E
TX000617,2024-04-23,CUST0450,subscription_annual,2107.35,USD,Stripe,SMB,succeeded,C4F7AF2F-BD9
TX000618,2024-04-23,CUST0040,subscription_monthly,251.57,USD,Stripe,SMB,succeeded,75F13D10-955
TX000619,2024-04-23,CUST0038,transaction_fee,60.15,USD,Square,Mid-Market,succeeded,A2943AF3-0E9
TX000620,2024-04-24,CUST0048,professional_services,1203.43,USD,Stripe,Enterprise,succeeded,D4C6A38F-E52
TX000621,2024-04-24,CUST0183,subscription_monthly,228.25,USD,PayPal,SMB,succeeded,D9D8DDBF-EA8
TX000622,2024-04-24,CUST0075,transaction_fee,54.71,USD,Stripe,SMB,succeeded,35557865-83E
TX000623,2024-04-24,CUST0209,subscription_monthly,210.24,USD,Adyen,Enterprise,succeeded,84AE141E-53F
TX000624,2024-04-25,CUST0183,subscription_annual,1020.74,USD,Stripe,Mid-Market,succeeded,33D24768-8C5
TX000625,2024-04-25,CUST0435,subscription_annual,509.32,USD,PayPal,SMB,succeeded,F180D67C-938
TX000626,2024-04-25,CUST0107,professional_services,4966.62,USD,Stripe,SMB,succeeded,A6DEB0AF-B49
TX000627,2024-04-25,CUST0188,transaction_fee,24.27,USD,Adyen,Enterprise,succeeded,901A01BC-B88
TX000628,2024-04-26,CUST0264,subscription_monthly,295.87,USD,Stripe,Mid-Market,succeeded,08077709-A90
TX000629,2024-04-26,CUST0086,subscription_monthly,292.87,USD,PayPal,Mid-Market,succeeded,6DA9984E-C2C
TX000630,2024-04-26,CUST0324,subscription_monthly,243.33,USD,Square,Mid-Market,succeeded,FD79422D-8DA
TX000631,2024-04-26,CUST0331,subscription_monthly,207.04,USD,Stripe,SMB,succeeded,0B6CD713-7C1
TX000632,2024-04-26,CUST0456,subscription_monthly,185.01,USD,Square,Mid-Market,succeeded,C21087C4-C8F
TX000633,2024-04-26,CUST0137,api_usage,433.72,USD,Adyen,SMB,succeeded,98EAC68F-AC5
TX000634,2024-04-26,CUST0346,subscription_annual,1071.49,USD,Stripe,Enterprise,succeeded,380DE44B-9B3
TX000635,2024-04-27,CUST0386,subscription_annual,1552.74,USD,Stripe,SMB,succeeded,BF8AC776-928
TX000636,2024-04-27,CUST0336,subscription_monthly,196.24,USD,Stripe,Mid-Market,succeeded,88416CA1-8B0
TX000637,2024-04-27,CUST0095,api_usage,208.54,USD,PayPal,SMB,succeeded,CC194B95-083
TX000638,2024-04-27,CUST0326,transaction_fee,64.7,USD,PayPal,SMB,succeeded,E904FBBE-567
TX000639,2024-04-27,CUST0245,subscription_monthly,118.18,USD,Stripe,SMB,succeeded,F64BD2A2-7AA
TX000640,2024-04-27,CUST0469,transaction_fee,85.07,USD,Adyen,Mid-Market,succeeded,77236261-738
TX000641,2024-04-27,CUST0090,subscription_annual,2586.55,USD,PayPal,Mid-Market,succeeded,A6D5E283-31A
TX000642,2024-04-28,CUST0059,subscription_monthly,83.41,USD,Square,Mid-Market,succeeded,0733F138-25E
TX000643,2024-04-28,CUST0403,subscription_annual,2812.97,USD,Adyen,SMB,succeeded,7E449287-070
TX000644,2024-04-28,CUST0028,subscription_annual,2150.54,USD,Flutterwave,SMB,succeeded,825FD2DB-D46
TX000645,2024-04-28,CUST0072,subscription_monthly,251.28,USD,Adyen,Enterprise,succeeded,403D6CA2-E10
TX000646,2024-04-29,CUST0270,api_usage,280.31,USD,Stripe,Mid-Market,succeeded,DB5240E4-37F
TX000647,2024-04-29,CUST0024,transaction_fee,117.15,USD,PayPal,Mid-Market,succeeded,9CF27445-3C1
TX000648,2024-04-29,CUST0112,transaction_fee,3.41,USD,Adyen,Mid-Market,succeeded,04B8F016-B68
TX000649,2024-04-29,CUST0300,subscription_annual,2499.63,USD,Adyen,Mid-Market,succeeded,E9F14994-BD3
TX000650,2024-04-29,CUST0485,subscription_annual,398.37,USD,Adyen,SMB,succeeded,BD5E7E64-55C
TX000651,2024-04-29,CUST0056,transaction_fee,133.6,USD,PayPal,Mid-Market,succeeded,EC58A62A-508
TX000652,2024-04-29,CUST0474,subscription_annual,2968.3,USD,PayPal,Mid-Market,succeeded,ED524B8F-AE0
TX000653,2024-04-30,CUST0223,subscription_monthly,108.4,USD,Stripe,Mid-Market,succeeded,9F0E77BB-942
TX000654,2024-04-30,CUST0120,subscription_annual,857.86,USD,Stripe,Mid-Market,succeeded,758DA627-FA0
TX000655,2024-04-30,CUST0179,transaction_fee,115.04,USD,Adyen,SMB,succeeded,9DE00C75-447
TX000656,2024-05-01,CUST0288,subscription_annual,973.17,USD,Adyen,SMB,succeeded,B23EA772-194
TX000657,2024-05-01,CUST0434,subscription_monthly,262.7,USD,Stripe,SMB,succeeded,E96E8F38-B1F
TX000658,2024-05-01,CUST0425,transaction_fee,16.32,USD,PayPal,SMB,succeeded,CC22093F-72F
TX000659,2024-05-01,CUST0450,subscription_monthly,63.01,USD,Adyen,Mid-Market,succeeded,97273C60-536
TX000660,2024-05-01,CUST0281,subscription_monthly,293.37,USD,Stripe,Mid-Market,succeeded,4AE34AB7-665
TX000661,2024-05-01,CUST0372,subscription_monthly,210.94,USD,Stripe,SMB,succeeded,CE6A83B6-F2B
TX000662,2024-05-01,CUST0492,subscription_monthly,257.66,USD,Stripe,SMB,succeeded,87012373-CDD
TX000663,2024-05-01,CUST0189,transaction_fee,49.33,USD,Square,Enterprise,succeeded,1C319FA4-220
TX000664,2024-05-01,CUST0066,subscription_annual,2116.51,USD,Stripe,Mid-Market,succeeded,D6FBAF8C-C59
TX000665,2024-05-02,CUST0298,subscription_monthly,189.45,USD,Stripe,SMB,succeeded,7E5B8B5B-788
TX000666,2024-05-02,CUST0449,api_usage,303.56,USD,Adyen,Mid-Market,succeeded,F80034BE-4E8
TX000667,2024-05-02,CUST0420,api_usage,342.85,USD,Stripe,SMB,succeeded,D72E8A87-A11
TX000668,2024-05-02,CUST0249,api_usage,289.8,USD,Stripe,SMB,succeeded,79C2C8F7-A2B
TX000669,2024-05-03,CUST0076,subscription_monthly,144.85,USD,Stripe,SMB,succeeded,C574829D-601
TX000670,2024-05-03,CUST0137,subscription_annual,1034.99,USD,Adyen,SMB,succeeded,15C9F5AE-985
TX000671,2024-05-03,CUST0164,professional_services,3958.62,USD,Adyen,SMB,succeeded,8118C6BA-E85
TX000672,2024-05-04,CUST0233,transaction_fee,34.71,USD,Stripe,Enterprise,succeeded,E4A0B844-AED
TX000673,2024-05-04,CUST0255,subscription_monthly,215.94,USD,Stripe,Mid-Market,succeeded,1CD81C33-DC6
TX000674,2024-05-04,CUST0476,subscription_monthly,92.0,USD,Flutterwave,SMB,succeeded,AEF66D67-313
TX000675,2024-05-05,CUST0294,subscription_annual,1978.39,USD,Stripe,SMB,succeeded,C24A2749-3BB
TX000676,2024-05-05,CUST0417,api_usage,374.8,USD,Stripe,SMB,succeeded,3F72E770-56D
TX000677,2024-05-05,CUST0170,subscription_annual,880.53,USD,Stripe,Mid-Market,succeeded,4BB18C3D-E2E
TX000678,2024-05-05,CUST0317,subscription_annual,451.85,USD,Adyen,Mid-Market,succeeded,EC4088C3-FFF
TX000679,2024-05-05,CUST0174,subscription_monthly,64.36,USD,PayPal,SMB,succeeded,F403BDFB-B94
TX000680,2024-05-05,CUST0470,transaction_fee,91.29,USD,Stripe,SMB,succeeded,41680CBB-A80
TX000681,2024-05-06,CUST0345,transaction_fee,127.57,USD,PayPal,Mid-Market,succeeded,2E05967E-A8A
TX000682,2024-05-06,CUST0445,subscription_monthly,41.15,USD,Stripe,SMB,succeeded,CB735E79-FB8
TX000683,2024-05-06,CUST0018,transaction_fee,110.39,USD,Stripe,SMB,succeeded,CDE4108E-43A
TX000684,2024-05-06,CUST0070,professional_services,2035.93,USD,PayPal,Mid-Market,succeeded,25E742B6-663
TX000685,2024-05-06,CUST0338,subscription_monthly,158.2,USD,Stripe,SMB,succeeded,B81D046E-B8D
TX000686,2024-05-07,CUST0116,subscription_annual,2797.92,USD,Adyen,SMB,succeeded,130644B3-1BB
TX000687,2024-05-07,CUST0080,subscription_monthly,118.63,USD,Stripe,SMB,succeeded,D046AF37-79A
TX000688,2024-05-07,CUST0015,transaction_fee,70.34,USD,PayPal,SMB,succeeded,157741BF-113
TX000689,2024-05-07,CUST0176,subscription_annual,326.94,USD,Stripe,Mid-Market,succeeded,339BC150-5F0
TX000690,2024-05-07,CUST0456,transaction_fee,13.16,USD,Square,Enterprise,succeeded,FBA7FC66-005
TX000691,2024-05-07,CUST0269,transaction_fee,39.53,USD,Stripe,Mid-Market,succeeded,3C275DE0-BD2
TX000692,2024-05-07,CUST0119,subscription_monthly,36.52,USD,Square,Mid-Market,succeeded,1C1E9C16-E09
TX000693,2024-05-08,CUST0299,api_usage,317.53,USD,Stripe,SMB,succeeded,9CB3FA1C-783
TX000694,2024-05-08,CUST0188,subscription_annual,1441.28,USD,PayPal,Mid-Market,succeeded,8BF5C63D-49F
TX000695,2024-05-08,CUST0057,subscription_monthly,177.0,USD,Stripe,Enterprise,succeeded,E3156533-AE6
TX000696,2024-05-08,CUST0199,transaction_fee,27.02,USD,Square,SMB,succeeded,364483D3-8A4
TX000697,2024-05-09,CUST0017,transaction_fee,45.09,USD,Stripe,SMB,succeeded,56C72976-135
TX000698,2024-05-09,CUST0434,subscription_monthly,208.23,USD,Stripe,Mid-Market,succeeded,4495FE21-C11
TX000699,2024-05-09,CUST0288,api_usage,482.82,USD,Adyen,Mid-Market,succeeded,09CBD195-81C
TX000700,2024-05-09,CUST0406,api_usage,29.96,USD,Stripe,SMB,succeeded,1263CDA5-85F
TX000701,2024-05-09,CUST0055,subscription_monthly,269.4,USD,Stripe,SMB,succeeded,F255E095-BCF
TX000702,2024-05-09,CUST0499,professional_services,3095.97,USD,Square,Mid-Market,succeeded,E1D4398A-8C8
TX000703,2024-05-09,CUST0441,subscription_monthly,181.26,USD,Flutterwave,SMB,succeeded,FFF7D1F8-FD4
TX000704,2024-05-10,CUST0269,subscription_monthly,164.08,USD,Stripe,Mid-Market,succeeded,F6B0914A-AC1
TX000705,2024-05-10,CUST0303,subscription_monthly,47.74,USD,Square,SMB,succeeded,AE9AE23C-915
TX000706,2024-05-10,CUST0087,api_usage,49.49,USD,Adyen,Enterprise,succeeded,894EF997-5CD
TX000707,2024-05-10,CUST0318,transaction_fee,90.54,USD,Stripe,SMB,succeeded,ADDC0483-869
TX000708,2024-05-10,CUST0438,subscription_monthly,121.06,USD,PayPal,SMB,succeeded,2517DE05-95C
TX000709,2024-05-10,CUST0029,subscription_annual,2766.62,USD,Adyen,SMB,succeeded,DCBD5F23-B55
TX000710,2024-05-10,CUST0022,transaction_fee,61.58,USD,Flutterwave,SMB,succeeded,F53AFEF0-0F2
TX000711,2024-05-10,CUST0321,subscription_monthly,67.69,USD,Stripe,Mid-Market,succeeded,8EC1816D-778
TX000712,2024-05-10,CUST0285,api_usage,358.79,USD,Adyen,SMB,succeeded,2A4CB4E5-DBF
TX000713,2024-05-11,CUST0048,transaction_fee,44.71,USD,Stripe,SMB,succeeded,FF6B03A7-DA0
TX000714,2024-05-11,CUST0005,subscription_annual,1708.77,USD,Stripe,SMB,succeeded,A19F69E9-A6B
TX000715,2024-05-11,CUST0250,professional_services,3640.25,USD,Stripe,Mid-Market,succeeded,F41187D5-52C
TX000716,2024-05-12,CUST0163,subscription_annual,2720.71,USD,Flutterwave,Mid-Market,succeeded,65266380-440
TX000717,2024-05-12,CUST0202,professional_services,4064.86,USD,PayPal,SMB,succeeded,9AB984B6-694
TX000718,2024-05-12,CUST0467,transaction_fee,101.78,USD,PayPal,Mid-Market,succeeded,BB52DCC9-901
TX000719,2024-05-12,CUST0101,transaction_fee,102.27,USD,Adyen,Mid-Market,succeeded,6E693357-9AF
TX000720,2024-05-12,CUST0071,subscription_monthly,284.4,USD,Stripe,Mid-Market,succeeded,4F7EF72B-3A8
TX000721,2024-05-12,CUST0430,api_usage,151.43,USD,Stripe,SMB,succeeded,36C7675B-7CF
TX000722,2024-05-12,CUST0163,subscription_annual,293.0,USD,Stripe,Mid-Market,succeeded,10BBB31B-BBA
TX000723,2024-05-12,CUST0173,subscription_monthly,102.43,USD,Stripe,SMB,succeeded,9BE430DD-856
TX000724,2024-05-13,CUST0141,subscription_monthly,87.83,USD,PayPal,SMB,succeeded,49C51AD9-057
TX000725,2024-05-13,CUST0138,subscription_annual,2076.95,USD,Adyen,SMB,succeeded,77754A2A-875
TX000726,2024-05-13,CUST0066,subscription_annual,2001.02,USD,Stripe,SMB,succeeded,0C65DEE1-FE3
TX000727,2024-05-13,CUST0198,transaction_fee,89.43,USD,Stripe,SMB,succeeded,6D6AF88E-EF2
TX000728,2024-05-13,CUST0328,api_usage,13.04,USD,Stripe,Enterprise,succeeded,25F39AEF-78C
TX000729,2024-05-13,CUST0228,subscription_monthly,225.77,USD,Stripe,SMB,succeeded,109407AA-239
TX000730,2024-05-13,CUST0281,transaction_fee,49.21,USD,Square,SMB,succeeded,2C78473E-D81
TX000731,2024-05-14,CUST0172,subscription_monthly,208.57,USD,Adyen,SMB,succeeded,973FC247-84A
TX000732,2024-05-14,CUST0316,api_usage,280.51,USD,PayPal,SMB,succeeded,F06893C1-CFA
TX000733,2024-05-14,CUST0431,transaction_fee,52.07,USD,Adyen,SMB,succeeded,DE0EE21F-331
TX000734,2024-05-15,CUST0040,subscription_annual,653.36,USD,Stripe,SMB,succeeded,DBC4595B-DF5
TX000735,2024-05-15,CUST0007,transaction_fee,15.07,USD,Stripe,SMB,succeeded,88F290C6-73A
TX000736,2024-05-15,CUST0174,subscription_monthly,253.51,USD,Square,SMB,succeeded,A4BE0C97-C17
TX000737,2024-05-15,CUST0151,subscription_annual,2769.67,USD,PayPal,SMB,succeeded,7BD7C471-0BF
TX000738,2024-05-16,CUST0211,transaction_fee,97.82,USD,Stripe,SMB,succeeded,86DD5969-C8E
TX000739,2024-05-16,CUST0302,subscription_annual,569.27,USD,Adyen,Mid-Market,succeeded,54506AF8-4A8
TX000740,2024-05-16,CUST0086,subscription_monthly,137.55,USD,Adyen,Mid-Market,succeeded,37D8B184-7E8
TX000741,2024-05-16,CUST0397,subscription_annual,2258.14,USD,Adyen,Mid-Market,succeeded,E2877FCB-D52
TX000742,2024-05-16,CUST0253,transaction_fee,117.19,USD,Square,SMB,succeeded,EBDA6307-2F3
TX000743,2024-05-16,CUST0021,subscription_monthly,60.92,USD,Adyen,SMB,succeeded,2E69284F-218
TX000744,2024-05-17,CUST0257,subscription_monthly,29.01,USD,Adyen,Enterprise,succeeded,CFF87FEB-168
TX000745,2024-05-17,CUST0379,transaction_fee,107.11,USD,Stripe,SMB,succeeded,0FC14D4C-358
TX000746,2024-05-18,CUST0403,transaction_fee,54.13,USD,Stripe,SMB,succeeded,03E6C4E0-F92
TX000747,2024-05-18,CUST0381,subscription_monthly,97.71,USD,Stripe,SMB,succeeded,E91B65A5-F12
TX000748,2024-05-19,CUST0444,subscription_monthly,32.48,USD,Stripe,SMB,succeeded,83512EF8-296
TX000749,2024-05-19,CUST0033,subscription_monthly,174.88,USD,PayPal,SMB,succeeded,87DBD9AA-862
TX000750,2024-05-19,CUST0260,subscription_monthly,258.81,USD,PayPal,Mid-Market,succeeded,03D64B35-019
TX000751,2024-05-20,CUST0234,subscription_annual,2875.61,USD,Stripe,SMB,succeeded,5BF99DA1-A90
